"TIME","METROREG","UNIT","Value","Flag and Footnotes"
"2011","Non-metropolitan regions in Slovakia","Million euro","43,030.02",""
"2012","Non-metropolitan regions in Slovakia","Million euro","44,671.71",""
"2013","Non-metropolitan regions in Slovakia","Million euro","44,569.01",""
"2014","Non-metropolitan regions in Slovakia","Million euro","45,993.71",""
"2015","Non-metropolitan regions in Slovakia","Million euro","47,548.89",""
"2016","Non-metropolitan regions in Slovakia","Million euro","48,312.98",""
"2017","Non-metropolitan regions in Slovakia","Million euro","49,968.54",""
"2018","Non-metropolitan regions in Slovakia","Million euro","53,594","e"
"2000","Finland","Million euro","136,442",""
"2001","Finland","Million euro","144,628",""
"2002","Finland","Million euro","148,486",""
"2003","Finland","Million euro","151,749",""
"2004","Finland","Million euro","158,758",""
"2005","Finland","Million euro","164,687",""
"2006","Finland","Million euro","172,897",""
"2007","Finland","Million euro","187,072",""
"2008","Finland","Million euro","194,265",""
"2009","Finland","Million euro","181,747",""
"2010","Finland","Million euro","188,143",""
"2011","Finland","Million euro","197,998",""
"2012","Finland","Million euro","201,037",""
"2013","Finland","Million euro","204,321",""
"2014","Finland","Million euro","206,897",""
"2015","Finland","Million euro","211,516",""
"2016","Finland","Million euro","217,484",""
"2017","Finland","Million euro","225,785",""
"2018","Finland","Million euro","234,453",""
"2000","Helsinki","Million euro","50,328.74",""
"2001","Helsinki","Million euro","53,902.17",""
"2002","Helsinki","Million euro","54,544.41",""
"2003","Helsinki","Million euro","55,080.1",""
"2004","Helsinki","Million euro","57,844",""
"2005","Helsinki","Million euro","60,305.62",""
"2006","Helsinki","Million euro","64,226.88",""
"2007","Helsinki","Million euro","69,884.35",""
"2008","Helsinki","Million euro","73,010.25",""
"2009","Helsinki","Million euro","70,383.71",""
"2010","Helsinki","Million euro","73,052.81",""
"2011","Helsinki","Million euro","74,930.9",""
"2012","Helsinki","Million euro","75,693.19",""
"2013","Helsinki","Million euro","78,508.63",""
"2014","Helsinki","Million euro","79,134.89",""
"2015","Helsinki","Million euro","82,563.74",""
"2016","Helsinki","Million euro","84,952.61",""
"2017","Helsinki","Million euro","88,168.91",""
"2018","Helsinki","Million euro",":",""
"2000","Tampere","Million euro","11,244.65",""
"2001","Tampere","Million euro","12,420.03",""
"2002","Tampere","Million euro","12,872.29",""
"2003","Tampere","Million euro","13,291.08",""
"2004","Tampere","Million euro","13,969.68",""
"2005","Tampere","Million euro","14,642.3",""
"2006","Tampere","Million euro","15,082.36",""
"2007","Tampere","Million euro","16,614.44",""
"2008","Tampere","Million euro","17,370.91",""
"2009","Tampere","Million euro","15,632.56",""
"2010","Tampere","Million euro","16,303.6",""
"2011","Tampere","Million euro","17,693.6",""
"2012","Tampere","Million euro","17,541.59",""
"2013","Tampere","Million euro","17,489.97",""
"2014","Tampere","Million euro","17,461.35",""
"2015","Tampere","Million euro","17,584.33",""
"2016","Tampere","Million euro","18,408.22",""
"2017","Tampere","Million euro","19,120.95",""
"2018","Tampere","Million euro",":",""
"2000","Turku","Million euro","11,650.4",""
"2001","Turku","Million euro","11,900.82",""
"2002","Turku","Million euro","13,313.59",""
"2003","Turku","Million euro","13,131.32",""
"2004","Turku","Million euro","13,877.84",""
"2005","Turku","Million euro","14,252.34",""
"2006","Turku","Million euro","15,039.02",""
"2007","Turku","Million euro","16,518.3",""
"2008","Turku","Million euro","16,811.87",""
"2009","Turku","Million euro","15,423.74",""
"2010","Turku","Million euro","14,690.82",""
"2011","Turku","Million euro","15,817.32",""
"2012","Turku","Million euro","15,899.41",""
"2013","Turku","Million euro","15,993.98",""
"2014","Turku","Million euro","16,312.96",""
"2015","Turku","Million euro","16,369.11",""
"2016","Turku","Million euro","17,261.6",""
"2017","Turku","Million euro","18,356.41",""
"2018","Turku","Million euro",":",""
"2000","Non-metropolitan regions in Finland","Million euro","63,086.39",""
"2001","Non-metropolitan regions in Finland","Million euro","66,287.95",""
"2002","Non-metropolitan regions in Finland","Million euro","67,650.92",""
"2003","Non-metropolitan regions in Finland","Million euro","70,185.19",""
"2004","Non-metropolitan regions in Finland","Million euro","73,005.3",""
"2005","Non-metropolitan regions in Finland","Million euro","75,427.4",""
"2006","Non-metropolitan regions in Finland","Million euro","78,480.18",""
"2007","Non-metropolitan regions in Finland","Million euro","83,983.18",""
"2008","Non-metropolitan regions in Finland","Million euro","87,001.88",""
"2009","Non-metropolitan regions in Finland","Million euro","80,234.65",""
"2010","Non-metropolitan regions in Finland","Million euro","84,018.24",""
"2011","Non-metropolitan regions in Finland","Million euro","89,466.41",""
"2012","Non-metropolitan regions in Finland","Million euro","91,817.18",""
"2013","Non-metropolitan regions in Finland","Million euro","92,264.11",""
"2014","Non-metropolitan regions in Finland","Million euro","93,922.16",""
"2015","Non-metropolitan regions in Finland","Million euro","94,939",""
"2016","Non-metropolitan regions in Finland","Million euro","96,804.08",""
"2017","Non-metropolitan regions in Finland","Million euro","100,079.84",""
"2018","Non-metropolitan regions in Finland","Million euro",":",""
"2000","Sweden","Million euro","283,525.08",""
"2001","Sweden","Million euro","268,987.8",""
"2002","Sweden","Million euro","282,019.41",""
"2003","Sweden","Million euro","294,472.72",""
"2004","Sweden","Million euro","308,173.67",""
"2005","Sweden","Million euro","313,789.73",""
"2006","Sweden","Million euro","335,029.28",""
"2007","Sweden","Million euro","356,548.69",""
"2008","Sweden","Million euro","353,309.66",""
"2009","Sweden","Million euro","313,611.98",""
"2010","Sweden","Million euro","374,329.53",""
"2011","Sweden","Million euro","411,873.8",""
"2012","Sweden","Million euro","428,825.38",""
"2013","Sweden","Million euro","440,191.18",""
"2014","Sweden","Million euro","437,540.91",""
"2015","Sweden","Million euro","454,184.32",""
"2016","Sweden","Million euro","466,347.62","b"
"2017","Sweden","Million euro","479,605.4",""
"2018","Sweden","Million euro","471,207.9",""
"2000","Stockholm","Million euro","81,496.31",""
"2001","Stockholm","Million euro","76,631.91",""
"2002","Stockholm","Million euro","80,419.81",""
"2003","Stockholm","Million euro","83,294.33",""
"2004","Stockholm","Million euro","88,875.93",""
"2005","Stockholm","Million euro","91,502.14",""
"2006","Stockholm","Million euro","96,306.29",""
"2007","Stockholm","Million euro","104,129.73",""
"2008","Stockholm","Million euro","103,555.62",""
"2009","Stockholm","Million euro","97,178.35",""
"2010","Stockholm","Million euro","112,813.6",""
"2011","Stockholm","Million euro","126,724.12",""
"2012","Stockholm","Million euro","133,303.84",""
"2013","Stockholm","Million euro","137,178.95",""
"2014","Stockholm","Million euro","138,566.33",""
"2015","Stockholm","Million euro","144,950.29",""
"2016","Stockholm","Million euro","146,939","b"
"2017","Stockholm","Million euro","148,610.52",""
"2018","Stockholm","Million euro",":",""
"2000","Göteborg","Million euro","47,602.27",""
"2001","Göteborg","Million euro","45,410.55",""
"2002","Göteborg","Million euro","46,803.17",""
"2003","Göteborg","Million euro","50,159.53",""
"2004","Göteborg","Million euro","51,560.07",""
"2005","Göteborg","Million euro","52,475.94",""
"2006","Göteborg","Million euro","56,530.78",""
"2007","Göteborg","Million euro","59,685.05",""
"2008","Göteborg","Million euro","59,430.52",""
"2009","Göteborg","Million euro","51,756.6",""
"2010","Göteborg","Million euro","61,525.8",""
"2011","Göteborg","Million euro","67,826.64",""
"2012","Göteborg","Million euro","69,978.76",""
"2013","Göteborg","Million euro","72,653.06",""
"2014","Göteborg","Million euro","72,799.19",""
"2015","Göteborg","Million euro","76,917.23",""
"2016","Göteborg","Million euro","79,907","b"
"2017","Göteborg","Million euro","81,867.03",""
"2018","Göteborg","Million euro",":",""
"2000","Malmö","Million euro","32,506.86",""
"2001","Malmö","Million euro","30,915.06",""
"2002","Malmö","Million euro","32,885.01",""
"2003","Malmö","Million euro","33,770.02",""
"2004","Malmö","Million euro","34,893.58",""
"2005","Malmö","Million euro","35,720.69",""
"2006","Malmö","Million euro","38,192.61",""
"2007","Malmö","Million euro","42,607.53",""
"2008","Malmö","Million euro","40,347.07",""
"2009","Malmö","Million euro","35,499.63",""
"2010","Malmö","Million euro","42,467.91",""
"2011","Malmö","Million euro","46,109.13",""
"2012","Malmö","Million euro","48,232.96",""
"2013","Malmö","Million euro","49,566.49",""
"2014","Malmö","Million euro","49,597.9",""
"2015","Malmö","Million euro","51,738.3",""
"2016","Malmö","Million euro","52,501","b"
"2017","Malmö","Million euro","55,000.6",""
"2018","Malmö","Million euro",":",""
"2000","Uppsala","Million euro","8,548.23",""
"2001","Uppsala","Million euro","8,814.53",""
"2002","Uppsala","Million euro","9,245.01",""
"2003","Uppsala","Million euro","9,828.07",""
"2004","Uppsala","Million euro","10,007.35",""
"2005","Uppsala","Million euro","10,359.93",""
"2006","Uppsala","Million euro","11,079.69",""
"2007","Uppsala","Million euro","11,323.38",""
"2008","Uppsala","Million euro","11,590.82",""
"2009","Uppsala","Million euro","10,401.54",""
"2010","Uppsala","Million euro","12,228.52",""
"2011","Uppsala","Million euro","13,594.76",""
"2012","Uppsala","Million euro","14,357.68",""
"2013","Uppsala","Million euro","15,222",""
"2014","Uppsala","Million euro","14,944.59",""
"2015","Uppsala","Million euro","15,369.65",""
"2016","Uppsala","Million euro","16,265","b"
"2017","Uppsala","Million euro","16,989.19",""
"2018","Uppsala","Million euro",":",""
"2000","Non-metropolitan regions in Sweden","Million euro","113,292.28",""
"2001","Non-metropolitan regions in Sweden","Million euro","107,143.09",""
"2002","Non-metropolitan regions in Sweden","Million euro","112,593.07",""
"2003","Non-metropolitan regions in Sweden","Million euro","117,333.06",""
"2004","Non-metropolitan regions in Sweden","Million euro","122,748.52",""
"2005","Non-metropolitan regions in Sweden","Million euro","123,641.11",""
"2006","Non-metropolitan regions in Sweden","Million euro","132,828.04",""
"2007","Non-metropolitan regions in Sweden","Million euro","138,709.8",""
"2008","Non-metropolitan regions in Sweden","Million euro","138,295.8",""
"2009","Non-metropolitan regions in Sweden","Million euro","118,681.16",""
"2010","Non-metropolitan regions in Sweden","Million euro","145,179.76",""
"2011","Non-metropolitan regions in Sweden","Million euro","157,492.04",""
"2012","Non-metropolitan regions in Sweden","Million euro","162,841.84",""
"2013","Non-metropolitan regions in Sweden","Million euro","165,457.12",""
"2014","Non-metropolitan regions in Sweden","Million euro","161,525.62",""
"2015","Non-metropolitan regions in Sweden","Million euro","165,105.57",""
"2016","Non-metropolitan regions in Sweden","Million euro","170,631","b"
"2017","Non-metropolitan regions in Sweden","Million euro","177,029.53",""
"2018","Non-metropolitan regions in Sweden","Million euro",":",""
"2000","United Kingdom","Million euro","1,797,681.63",""
"2001","United Kingdom","Million euro","1,832,342.77",""
"2002","United Kingdom","Million euro","1,893,359.1",""
"2003","United Kingdom","Million euro","1,817,185.22",""
"2004","United Kingdom","Million euro","1,945,197.89",""
"2005","United Kingdom","Million euro","2,041,933.31",""
"2006","United Kingdom","Million euro","2,163,500.21",""
"2007","United Kingdom","Million euro","2,264,694.45",""
"2008","United Kingdom","Million euro","1,996,698.4",""
"2009","United Kingdom","Million euro","1,737,000.25",""
"2010","United Kingdom","Million euro","1,867,396.02",""
"2011","United Kingdom","Million euro","1,912,457.94",""
"2012","United Kingdom","Million euro","2,111,708.41",""
"2013","United Kingdom","Million euro","2,098,425.69",""
"2014","United Kingdom","Million euro","2,309,785.14",""
"2015","United Kingdom","Million euro","2,640,934.64",""
"2016","United Kingdom","Million euro","2,435,055.16",""
"2017","United Kingdom","Million euro","2,363,109.27",""
"2018","United Kingdom","Million euro","2,423,736.59",""
"2000","London","Million euro","539,906.87",""
"2001","London","Million euro","548,531.48",""
"2002","London","Million euro","565,166.41",""
"2003","London","Million euro","544,547.34",""
"2004","London","Million euro","581,667.76",""
"2005","London","Million euro","619,825.34",""
"2006","London","Million euro","657,965.32",""
"2007","London","Million euro","706,964.93",""
"2008","London","Million euro","621,524.2",""
"2009","London","Million euro","542,765.99",""
"2010","London","Million euro","582,339.33",""
"2011","London","Million euro","600,110.78",""
"2012","London","Million euro","670,310.62",""
"2013","London","Million euro","670,683.43",""
"2014","London","Million euro","750,528.39",""
"2015","London","Million euro","865,306.33",""
"2016","London","Million euro","808,061.06",""
"2017","London","Million euro","782,839.59",""
"2018","London","Million euro","801,659.65",""
"2000","West Midlands urban area","Million euro","59,336.81",""
"2001","West Midlands urban area","Million euro","60,502.58",""
"2002","West Midlands urban area","Million euro","62,289.05",""
"2003","West Midlands urban area","Million euro","59,024.69",""
"2004","West Midlands urban area","Million euro","62,618.48",""
"2005","West Midlands urban area","Million euro","65,067.76",""
"2006","West Midlands urban area","Million euro","67,260.39",""
"2007","West Midlands urban area","Million euro","69,464.46",""
"2008","West Midlands urban area","Million euro","60,036.12",""
"2009","West Midlands urban area","Million euro","51,789.33",""
"2010","West Midlands urban area","Million euro","56,346.45",""
"2011","West Midlands urban area","Million euro","57,323.98",""
"2012","West Midlands urban area","Million euro","62,093.52",""
"2013","West Midlands urban area","Million euro","62,489.6",""
"2014","West Midlands urban area","Million euro","68,858.58",""
"2015","West Midlands urban area","Million euro","78,897.78",""
"2016","West Midlands urban area","Million euro","75,093.47",""
"2017","West Midlands urban area","Million euro","73,273.64",""
"2018","West Midlands urban area","Million euro","76,394.5",""
"2000","Leeds","Million euro","46,703.46",""
"2001","Leeds","Million euro","47,547.83",""
"2002","Leeds","Million euro","49,924.9",""
"2003","Leeds","Million euro","48,608.29",""
"2004","Leeds","Million euro","52,154.2",""
"2005","Leeds","Million euro","54,566.05",""
"2006","Leeds","Million euro","57,784.57",""
"2007","Leeds","Million euro","60,937",""
"2008","Leeds","Million euro","52,290.08",""
"2009","Leeds","Million euro","46,139.21",""
"2010","Leeds","Million euro","48,212.06",""
"2011","Leeds","Million euro","49,316.68",""
"2012","Leeds","Million euro","53,697.55",""
"2013","Leeds","Million euro","52,944.53",""
"2014","Leeds","Million euro","57,043.84",""
"2015","Leeds","Million euro","66,064.89",""
"2016","Leeds","Million euro","60,088.47",""
"2017","Leeds","Million euro","58,655",""
"2018","Leeds","Million euro","60,980.48",""
"2000","Glasgow","Million euro","42,827.83",""
"2001","Glasgow","Million euro","44,253.26",""
"2002","Glasgow","Million euro","45,448.29",""
"2003","Glasgow","Million euro","43,423.37",""
"2004","Glasgow","Million euro","47,121.19",""
"2005","Glasgow","Million euro","49,936.33",""
"2006","Glasgow","Million euro","52,944.1",""
"2007","Glasgow","Million euro","53,656.05",""
"2008","Glasgow","Million euro","48,074.16",""
"2009","Glasgow","Million euro","42,186.7",""
"2010","Glasgow","Million euro","43,353.17",""
"2011","Glasgow","Million euro","44,621.75",""
"2012","Glasgow","Million euro","48,637.05",""
"2013","Glasgow","Million euro","48,642.31",""
"2014","Glasgow","Million euro","54,133.28",""
"2015","Glasgow","Million euro","60,785.57",""
"2016","Glasgow","Million euro","55,291.31",""
"2017","Glasgow","Million euro","53,994.54",""
"2018","Glasgow","Million euro","54,994.19",""
"2000","Bradford","Million euro","10,025.79",""
"2001","Bradford","Million euro","10,123.41",""
"2002","Bradford","Million euro","10,381.21",""
"2003","Bradford","Million euro","9,960.52",""
"2004","Bradford","Million euro","10,759.27",""
"2005","Bradford","Million euro","11,199.99",""
"2006","Bradford","Million euro","11,717.78",""
"2007","Bradford","Million euro","12,250.7",""
"2008","Bradford","Million euro","10,716.77",""
"2009","Bradford","Million euro","9,507.7",""
"2010","Bradford","Million euro","9,983.17",""
"2011","Bradford","Million euro","10,294.75",""
"2012","Bradford","Million euro","11,502.38",""
"2013","Bradford","Million euro","11,268.08",""
"2014","Bradford","Million euro","11,799.44",""
"2015","Bradford","Million euro","13,679.57",""
"2016","Bradford","Million euro","12,624.91",""
"2017","Bradford","Million euro","12,317.84",""
"2018","Bradford","Million euro","12,041.17",""
"2000","Liverpool","Million euro","36,974.1",""
"2001","Liverpool","Million euro","38,139.85",""
"2002","Liverpool","Million euro","40,089.79",""
"2003","Liverpool","Million euro","39,355.68",""
"2004","Liverpool","Million euro","42,034.1",""
"2005","Liverpool","Million euro","43,215.05",""
"2006","Liverpool","Million euro","46,622",""
"2007","Liverpool","Million euro","46,996.72",""
"2008","Liverpool","Million euro","41,645.5",""
"2009","Liverpool","Million euro","37,768.19",""
"2010","Liverpool","Million euro","40,189.02",""
"2011","Liverpool","Million euro","40,301.19",""
"2012","Liverpool","Million euro","42,874.13",""
"2013","Liverpool","Million euro","41,694.92",""
"2014","Liverpool","Million euro","46,251.68",""
"2015","Liverpool","Million euro","53,457.56",""
"2016","Liverpool","Million euro","48,678.26",""
"2017","Liverpool","Million euro","47,270.02",""
"2018","Liverpool","Million euro","48,544.37",""
"2000","Edinburgh","Million euro","27,156.93",""
"2001","Edinburgh","Million euro","28,107.67",""
"2002","Edinburgh","Million euro","29,872.94",""
"2003","Edinburgh","Million euro","29,385.53",""
"2004","Edinburgh","Million euro","32,423.68",""
"2005","Edinburgh","Million euro","34,228.41",""
"2006","Edinburgh","Million euro","35,876.23",""
"2007","Edinburgh","Million euro","38,045.66",""
"2008","Edinburgh","Million euro","32,740.3",""
"2009","Edinburgh","Million euro","29,603.06",""
"2010","Edinburgh","Million euro","30,591.66",""
"2011","Edinburgh","Million euro","31,132.08",""
"2012","Edinburgh","Million euro","34,413.3",""
"2013","Edinburgh","Million euro","34,155.17",""
"2014","Edinburgh","Million euro","37,496.37",""
"2015","Edinburgh","Million euro","43,342.34",""
"2016","Edinburgh","Million euro","40,958.7",""
"2017","Edinburgh","Million euro","40,121.93",""
"2018","Edinburgh","Million euro","41,810.11",""
"2000","Manchester","Million euro","87,902.72",""
"2001","Manchester","Million euro","91,954.9",""
"2002","Manchester","Million euro","95,367.89",""
"2003","Manchester","Million euro","89,740.98",""
"2004","Manchester","Million euro","96,715.46",""
"2005","Manchester","Million euro","101,889.53",""
"2006","Manchester","Million euro","107,913.63",""
"2007","Manchester","Million euro","112,283.46",""
"2008","Manchester","Million euro","96,879.9",""
"2009","Manchester","Million euro","85,966.24",""
"2010","Manchester","Million euro","92,176.32",""
"2011","Manchester","Million euro","93,021.92",""
"2012","Manchester","Million euro","104,020.97",""
"2013","Manchester","Million euro","104,023.58",""
"2014","Manchester","Million euro","113,610.49",""
"2015","Manchester","Million euro","129,674.74",""
"2016","Manchester","Million euro","120,898.65",""
"2017","Manchester","Million euro","118,699.69",""
"2018","Manchester","Million euro","121,328.55",""
"2000","Cardiff","Million euro","23,122.08",""
"2001","Cardiff","Million euro","23,416.2",""
"2002","Cardiff","Million euro","24,479.09",""
"2003","Cardiff","Million euro","23,569.75",""
"2004","Cardiff","Million euro","25,215.86",""
"2005","Cardiff","Million euro","26,287.58",""
"2006","Cardiff","Million euro","27,982.98",""
"2007","Cardiff","Million euro","29,149.78",""
"2008","Cardiff","Million euro","25,065.03",""
"2009","Cardiff","Million euro","22,362.57",""
"2010","Cardiff","Million euro","23,707.91",""
"2011","Cardiff","Million euro","24,937.17",""
"2012","Cardiff","Million euro","27,424.93",""
"2013","Cardiff","Million euro","27,445.24",""
"2014","Cardiff","Million euro","29,649.55",""
"2015","Cardiff","Million euro","34,049.07",""
"2016","Cardiff","Million euro","31,345.21",""
"2017","Cardiff","Million euro","30,432.47",""
"2018","Cardiff","Million euro","30,797.55",""
"2000","Sheffield","Million euro","12,269.2",""
"2001","Sheffield","Million euro","12,992.31",""
"2002","Sheffield","Million euro","13,827.48",""
"2003","Sheffield","Million euro","13,488.84",""
"2004","Sheffield","Million euro","14,536.9",""
"2005","Sheffield","Million euro","15,068.1",""
"2006","Sheffield","Million euro","16,006.32",""
"2007","Sheffield","Million euro","17,077.62",""
"2008","Sheffield","Million euro","14,278.85",""
"2009","Sheffield","Million euro","12,758.71",""
"2010","Sheffield","Million euro","13,626.36",""
"2011","Sheffield","Million euro","13,975.04",""
"2012","Sheffield","Million euro","15,249.1",""
"2013","Sheffield","Million euro","14,984.52",""
"2014","Sheffield","Million euro","16,084.58",""
"2015","Sheffield","Million euro","18,229.64",""
"2016","Sheffield","Million euro","16,404.57",""
"2017","Sheffield","Million euro","15,778",""
"2018","Sheffield","Million euro","16,050.23",""
"2000","Bristol","Million euro","31,929.19",""
"2001","Bristol","Million euro","33,543.19",""
"2002","Bristol","Million euro","34,779.01",""
"2003","Bristol","Million euro","33,101.66",""
"2004","Bristol","Million euro","35,363.83",""
"2005","Bristol","Million euro","36,313.5",""
"2006","Bristol","Million euro","37,919.55",""
"2007","Bristol","Million euro","40,285.45",""
"2008","Bristol","Million euro","35,765.14",""
"2009","Bristol","Million euro","31,994.78",""
"2010","Bristol","Million euro","34,619.36",""
"2011","Bristol","Million euro","35,074.43",""
"2012","Bristol","Million euro","38,224.88",""
"2013","Bristol","Million euro","37,711.97",""
"2014","Bristol","Million euro","43,015.57",""
"2015","Bristol","Million euro","47,830.61",""
"2016","Bristol","Million euro","45,061.56",""
"2017","Bristol","Million euro","43,337.68",""
"2018","Bristol","Million euro","44,796.9",""
"2000","Belfast","Million euro","20,428.54",""
"2001","Belfast","Million euro","21,074.95",""
"2002","Belfast","Million euro","21,739.76",""
"2003","Belfast","Million euro","21,433.17",""
"2004","Belfast","Million euro","22,831.29",""
"2005","Belfast","Million euro","24,019",""
"2006","Belfast","Million euro","25,690.54",""
"2007","Belfast","Million euro","26,549.68",""
"2008","Belfast","Million euro","22,889.74",""
"2009","Belfast","Million euro","20,214.95",""
"2010","Belfast","Million euro","20,775.51",""
"2011","Belfast","Million euro","21,330.46",""
"2012","Belfast","Million euro","23,476.72",""
"2013","Belfast","Million euro","23,223.5",""
"2014","Belfast","Million euro","25,408.93",""
"2015","Belfast","Million euro","29,492.81",""
"2016","Belfast","Million euro","27,442.28",""
"2017","Belfast","Million euro","27,412.52",""
"2018","Belfast","Million euro","27,923.77",""
"2000","Newcastle upon Tyne","Million euro","24,906.2",""
"2001","Newcastle upon Tyne","Million euro","25,786.08",""
"2002","Newcastle upon Tyne","Million euro","27,672.63",""
"2003","Newcastle upon Tyne","Million euro","26,317.92",""
"2004","Newcastle upon Tyne","Million euro","29,132.8",""
"2005","Newcastle upon Tyne","Million euro","30,456.11",""
"2006","Newcastle upon Tyne","Million euro","32,206.38",""
"2007","Newcastle upon Tyne","Million euro","32,600.37",""
"2008","Newcastle upon Tyne","Million euro","28,325.87",""
"2009","Newcastle upon Tyne","Million euro","24,608.81",""
"2010","Newcastle upon Tyne","Million euro","26,575.6",""
"2011","Newcastle upon Tyne","Million euro","27,437.6",""
"2012","Newcastle upon Tyne","Million euro","30,168.38",""
"2013","Newcastle upon Tyne","Million euro","28,236.81",""
"2014","Newcastle upon Tyne","Million euro","30,669.36",""
"2015","Newcastle upon Tyne","Million euro","35,159.93",""
"2016","Newcastle upon Tyne","Million euro","32,212.06",""
"2017","Newcastle upon Tyne","Million euro","30,793.33",""
"2018","Newcastle upon Tyne","Million euro","31,211.54",""
"2000","Leicester","Million euro","32,525.72",""
"2001","Leicester","Million euro","32,727.59",""
"2002","Leicester","Million euro","33,700.94",""
"2003","Leicester","Million euro","32,101.6",""
"2004","Leicester","Million euro","34,390.34",""
"2005","Leicester","Million euro","35,657.44",""
"2006","Leicester","Million euro","38,193.09",""
"2007","Leicester","Million euro","39,869.96",""
"2008","Leicester","Million euro","35,483.34",""
"2009","Leicester","Million euro","30,843.31",""
"2010","Leicester","Million euro","33,636.71",""
"2011","Leicester","Million euro","33,582.18",""
"2012","Leicester","Million euro","37,474.15",""
"2013","Leicester","Million euro","37,040.45",""
"2014","Leicester","Million euro","40,242.75",""
"2015","Leicester","Million euro","46,432.37",""
"2016","Leicester","Million euro","42,770.48",""
"2017","Leicester","Million euro","41,080.38",""
"2018","Leicester","Million euro","42,508.55",""
"2000","Aberdeen","Million euro","16,600.47",""
"2001","Aberdeen","Million euro","17,461.99",""
"2002","Aberdeen","Million euro","18,092.01",""
"2003","Aberdeen","Million euro","16,585.34",""
"2004","Aberdeen","Million euro","17,835.97",""
"2005","Aberdeen","Million euro","18,611.44",""
"2006","Aberdeen","Million euro","21,265.23",""
"2007","Aberdeen","Million euro","23,558.41",""
"2008","Aberdeen","Million euro","21,954.11",""
"2009","Aberdeen","Million euro","19,363.06",""
"2010","Aberdeen","Million euro","20,885.55",""
"2011","Aberdeen","Million euro","21,499.56",""
"2012","Aberdeen","Million euro","24,445.49",""
"2013","Aberdeen","Million euro","24,957.06",""
"2014","Aberdeen","Million euro","27,291.33",""
"2015","Aberdeen","Million euro","29,435.65",""
"2016","Aberdeen","Million euro","24,235.05",""
"2017","Aberdeen","Million euro","22,610.01",""
"2018","Aberdeen","Million euro","23,156.58",""
"2000","Cambridge","Million euro","17,515.4",""
"2001","Cambridge","Million euro","18,077.26",""
"2002","Cambridge","Million euro","18,927.95",""
"2003","Cambridge","Million euro","17,871.14",""
"2004","Cambridge","Million euro","18,912.72",""
"2005","Cambridge","Million euro","19,517.57",""
"2006","Cambridge","Million euro","21,104.05",""
"2007","Cambridge","Million euro","21,815.27",""
"2008","Cambridge","Million euro","19,344.33",""
"2009","Cambridge","Million euro","17,296.81",""
"2010","Cambridge","Million euro","18,746.76",""
"2011","Cambridge","Million euro","19,123.06",""
"2012","Cambridge","Million euro","21,591.63",""
"2013","Cambridge","Million euro","21,074.38",""
"2014","Cambridge","Million euro","23,292.8",""
"2015","Cambridge","Million euro","27,166.02",""
"2016","Cambridge","Million euro","24,938.95",""
"2017","Cambridge","Million euro","24,329.85",""
"2018","Cambridge","Million euro","25,286.2",""
"2000","Exeter","Million euro","17,293.99",""
"2001","Exeter","Million euro","17,553.21",""
"2002","Exeter","Million euro","18,464.92",""
"2003","Exeter","Million euro","17,755.57",""
"2004","Exeter","Million euro","19,546.97",""
"2005","Exeter","Million euro","20,155.76",""
"2006","Exeter","Million euro","21,424.79",""
"2007","Exeter","Million euro","21,683.8",""
"2008","Exeter","Million euro","19,047.26",""
"2009","Exeter","Million euro","16,566.96",""
"2010","Exeter","Million euro","18,013.98",""
"2011","Exeter","Million euro","18,231.06",""
"2012","Exeter","Million euro","19,888.7",""
"2013","Exeter","Million euro","19,752.45",""
"2014","Exeter","Million euro","21,357.53",""
"2015","Exeter","Million euro","24,748.07",""
"2016","Exeter","Million euro","22,716.34",""
"2017","Exeter","Million euro","22,114.79",""
"2018","Exeter","Million euro","22,507.66",""
"2000","Portsmouth","Million euro","16,115.56",""
"2001","Portsmouth","Million euro","16,531.93",""
"2002","Portsmouth","Million euro","17,188.91",""
"2003","Portsmouth","Million euro","16,076.49",""
"2004","Portsmouth","Million euro","17,239.42",""
"2005","Portsmouth","Million euro","17,922.9",""
"2006","Portsmouth","Million euro","18,725.32",""
"2007","Portsmouth","Million euro","19,663.11",""
"2008","Portsmouth","Million euro","17,721.55",""
"2009","Portsmouth","Million euro","15,363.71",""
"2010","Portsmouth","Million euro","16,910.93",""
"2011","Portsmouth","Million euro","17,234.5",""
"2012","Portsmouth","Million euro","19,597.52",""
"2013","Portsmouth","Million euro","19,393.6",""
"2014","Portsmouth","Million euro","21,965.51",""
"2015","Portsmouth","Million euro","24,116.16",""
"2016","Portsmouth","Million euro","21,748.14",""
"2017","Portsmouth","Million euro","20,613.77",""
"2018","Portsmouth","Million euro","20,854.26",""
"2000","Coventry","Million euro","25,339.87",""
"2001","Coventry","Million euro","25,476.66",""
"2002","Coventry","Million euro","26,046.7",""
"2003","Coventry","Million euro","25,072.25",""
"2004","Coventry","Million euro","26,640.06",""
"2005","Coventry","Million euro","27,840.02",""
"2006","Coventry","Million euro","29,236.64",""
"2007","Coventry","Million euro","29,894.76",""
"2008","Coventry","Million euro","26,232.49",""
"2009","Coventry","Million euro","22,649.82",""
"2010","Coventry","Million euro","24,882.18",""
"2011","Coventry","Million euro","26,273.22",""
"2012","Coventry","Million euro","29,529.44",""
"2013","Coventry","Million euro","30,132.64",""
"2014","Coventry","Million euro","33,913.82",""
"2015","Coventry","Million euro","40,054.55",""
"2016","Coventry","Million euro","36,796.96",""
