"TIME","METROREG","UNIT","WSTATUS","NACE_R2","Value","Flag and Footnotes"
"2015","Uppsala","Thousand persons","Employed persons","Total - all NACE activities","165",""
"2016","Uppsala","Thousand persons","Employed persons","Total - all NACE activities","171","b"
"2017","Uppsala","Thousand persons","Employed persons","Total - all NACE activities","175",""
"2018","Uppsala","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,876",""
"2001","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,890",""
"2002","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,899",""
"2003","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,886",""
"2004","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,880",""
"2005","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,864",""
"2006","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,894",""
"2007","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,931",""
"2008","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,941",""
"2009","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,872",""
"2010","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,886",""
"2011","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,923",""
"2012","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,929",""
"2013","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,939",""
"2014","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,953",""
"2015","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","1,978",""
"2016","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","2,004","b"
"2017","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities","2,050",""
"2018","Non-metropolitan regions in Sweden","Thousand persons","Employed persons","Total - all NACE activities",":",""
"1999","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","27,483",""
"2001","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","27,711",""
"2002","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","27,944",""
"2003","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","28,223",""
"2004","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","28,533",""
"2005","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","28,853",""
"2006","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,140",""
"2007","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,379",""
"2008","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,628",""
"2009","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,154",""
"2010","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,227",""
"2011","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,375",""
"2012","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","29,694",""
"2013","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","30,042",""
"2014","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","30,753",""
"2015","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","31,285",""
"2016","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","31,745",""
"2017","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","32,060",""
"2018","United Kingdom","Thousand persons","Employed persons","Total - all NACE activities","32,443",""
"1999","London","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","London","Thousand persons","Employed persons","Total - all NACE activities","6,621",""
"2001","London","Thousand persons","Employed persons","Total - all NACE activities","6,636",""
"2002","London","Thousand persons","Employed persons","Total - all NACE activities","6,587",""
"2003","London","Thousand persons","Employed persons","Total - all NACE activities","6,662",""
"2004","London","Thousand persons","Employed persons","Total - all NACE activities","6,622",""
"2005","London","Thousand persons","Employed persons","Total - all NACE activities","6,700",""
"2006","London","Thousand persons","Employed persons","Total - all NACE activities","6,762",""
"2007","London","Thousand persons","Employed persons","Total - all NACE activities","6,853",""
"2008","London","Thousand persons","Employed persons","Total - all NACE activities","7,033",""
"2009","London","Thousand persons","Employed persons","Total - all NACE activities","6,920",""
"2010","London","Thousand persons","Employed persons","Total - all NACE activities","6,926",""
"2011","London","Thousand persons","Employed persons","Total - all NACE activities","7,029",""
"2012","London","Thousand persons","Employed persons","Total - all NACE activities","7,270",""
"2013","London","Thousand persons","Employed persons","Total - all NACE activities","7,406",""
"2014","London","Thousand persons","Employed persons","Total - all NACE activities","7,663",""
"2015","London","Thousand persons","Employed persons","Total - all NACE activities","7,834",""
"2016","London","Thousand persons","Employed persons","Total - all NACE activities","8,014",""
"2017","London","Thousand persons","Employed persons","Total - all NACE activities","8,126",""
"2018","London","Thousand persons","Employed persons","Total - all NACE activities","8,275",""
"1999","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,063",""
"2001","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,054",""
"2002","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,072",""
"2003","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,089",""
"2004","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,079",""
"2005","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,091",""
"2006","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,100",""
"2007","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,093",""
"2008","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,086",""
"2009","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,028",""
"2010","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,026",""
"2011","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,031",""
"2012","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,050",""
"2013","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,072",""
"2014","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,072",""
"2015","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,098",""
"2016","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,114",""
"2017","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,126",""
"2018","West Midlands urban area","Thousand persons","Employed persons","Total - all NACE activities","1,137",""
"1999","Leeds","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Leeds","Thousand persons","Employed persons","Total - all NACE activities","772",""
"2001","Leeds","Thousand persons","Employed persons","Total - all NACE activities","778",""
"2002","Leeds","Thousand persons","Employed persons","Total - all NACE activities","789",""
"2003","Leeds","Thousand persons","Employed persons","Total - all NACE activities","804",""
"2004","Leeds","Thousand persons","Employed persons","Total - all NACE activities","824",""
"2005","Leeds","Thousand persons","Employed persons","Total - all NACE activities","837",""
"2006","Leeds","Thousand persons","Employed persons","Total - all NACE activities","851",""
"2007","Leeds","Thousand persons","Employed persons","Total - all NACE activities","848",""
"2008","Leeds","Thousand persons","Employed persons","Total - all NACE activities","859",""
"2009","Leeds","Thousand persons","Employed persons","Total - all NACE activities","841",""
"2010","Leeds","Thousand persons","Employed persons","Total - all NACE activities","844",""
"2011","Leeds","Thousand persons","Employed persons","Total - all NACE activities","846",""
"2012","Leeds","Thousand persons","Employed persons","Total - all NACE activities","857",""
"2013","Leeds","Thousand persons","Employed persons","Total - all NACE activities","861",""
"2014","Leeds","Thousand persons","Employed persons","Total - all NACE activities","873",""
"2015","Leeds","Thousand persons","Employed persons","Total - all NACE activities","903",""
"2016","Leeds","Thousand persons","Employed persons","Total - all NACE activities","920",""
"2017","Leeds","Thousand persons","Employed persons","Total - all NACE activities","925",""
"2018","Leeds","Thousand persons","Employed persons","Total - all NACE activities","961",""
"1999","Glasgow","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","798",""
"2001","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","833",""
"2002","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","832",""
"2003","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","842",""
"2004","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","845",""
"2005","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","877",""
"2006","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","879",""
"2007","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","883",""
"2008","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","899",""
"2009","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","853",""
"2010","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","826",""
"2011","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","824",""
"2012","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","817",""
"2013","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","826",""
"2014","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","842",""
"2015","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","855",""
"2016","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","859",""
"2017","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","863",""
"2018","Glasgow","Thousand persons","Employed persons","Total - all NACE activities","855",""
"1999","Bradford","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Bradford","Thousand persons","Employed persons","Total - all NACE activities","202",""
"2001","Bradford","Thousand persons","Employed persons","Total - all NACE activities","198",""
"2002","Bradford","Thousand persons","Employed persons","Total - all NACE activities","196",""
"2003","Bradford","Thousand persons","Employed persons","Total - all NACE activities","199",""
"2004","Bradford","Thousand persons","Employed persons","Total - all NACE activities","202",""
"2005","Bradford","Thousand persons","Employed persons","Total - all NACE activities","198",""
"2006","Bradford","Thousand persons","Employed persons","Total - all NACE activities","199",""
"2007","Bradford","Thousand persons","Employed persons","Total - all NACE activities","205",""
"2008","Bradford","Thousand persons","Employed persons","Total - all NACE activities","201",""
"2009","Bradford","Thousand persons","Employed persons","Total - all NACE activities","203",""
"2010","Bradford","Thousand persons","Employed persons","Total - all NACE activities","203",""
"2011","Bradford","Thousand persons","Employed persons","Total - all NACE activities","206",""
"2012","Bradford","Thousand persons","Employed persons","Total - all NACE activities","200",""
"2013","Bradford","Thousand persons","Employed persons","Total - all NACE activities","201",""
"2014","Bradford","Thousand persons","Employed persons","Total - all NACE activities","199",""
"2015","Bradford","Thousand persons","Employed persons","Total - all NACE activities","205",""
"2016","Bradford","Thousand persons","Employed persons","Total - all NACE activities","206",""
"2017","Bradford","Thousand persons","Employed persons","Total - all NACE activities","210",""
"2018","Bradford","Thousand persons","Employed persons","Total - all NACE activities","210",""
"1999","Liverpool","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","667",""
"2001","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","694",""
"2002","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","715",""
"2003","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","683",""
"2004","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","693",""
"2005","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","703",""
"2006","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","702",""
"2007","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","705",""
"2008","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","704",""
"2009","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","696",""
"2010","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","696",""
"2011","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","700",""
"2012","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","700",""
"2013","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","697",""
"2014","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","713",""
"2015","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","716",""
"2016","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","725",""
"2017","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","731",""
"2018","Liverpool","Thousand persons","Employed persons","Total - all NACE activities","749",""
"1999","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","415",""
"2001","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","421",""
"2002","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","443",""
"2003","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2004","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2005","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","456",""
"2006","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","459",""
"2007","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","455",""
"2008","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","458",""
"2009","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","441",""
"2010","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","434",""
"2011","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","448",""
"2012","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","457",""
"2013","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","444",""
"2014","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","457",""
"2015","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","457",""
"2016","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","458",""
"2017","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","472",""
"2018","Edinburgh","Thousand persons","Employed persons","Total - all NACE activities","474",""
"1999","Manchester","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,511",""
"2001","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,512",""
"2002","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,505",""
"2003","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,558",""
"2004","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,583",""
"2005","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,585",""
"2006","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,571",""
"2007","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,588",""
"2008","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,596",""
"2009","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,580",""
"2010","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,586",""
"2011","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,579",""
"2012","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,588",""
"2013","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,608",""
"2014","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,643",""
"2015","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,656",""
"2016","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,689",""
"2017","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,735",""
"2018","Manchester","Thousand persons","Employed persons","Total - all NACE activities","1,785",""
"1999","Cardiff","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","438",""
"2001","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","446",""
"2002","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","456",""
"2003","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","449",""
"2004","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","464",""
"2005","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","470",""
"2006","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","472",""
"2007","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","468",""
"2008","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","467",""
"2009","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","450",""
"2010","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","454",""
"2011","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","447",""
"2012","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","453",""
"2013","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","459",""
"2014","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","464",""
"2015","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","471",""
"2016","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","475",""
"2017","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","478",""
"2018","Cardiff","Thousand persons","Employed persons","Total - all NACE activities","476",""
"1999","Sheffield","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","240",""
"2001","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","245",""
"2002","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","244",""
"2003","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","245",""
"2004","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","255",""
"2005","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","260",""
"2006","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","261",""
"2007","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","260",""
"2008","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","260",""
"2009","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","256",""
"2010","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","253",""
"2011","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","252",""
"2012","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","256",""
"2013","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","256",""
"2014","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","262",""
"2015","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","262",""
"2016","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","267",""
"2017","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","270",""
"2018","Sheffield","Thousand persons","Employed persons","Total - all NACE activities","275",""
"1999","Bristol","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Bristol","Thousand persons","Employed persons","Total - all NACE activities","535",""
"2001","Bristol","Thousand persons","Employed persons","Total - all NACE activities","541",""
"2002","Bristol","Thousand persons","Employed persons","Total - all NACE activities","563",""
"2003","Bristol","Thousand persons","Employed persons","Total - all NACE activities","567",""
"2004","Bristol","Thousand persons","Employed persons","Total - all NACE activities","572",""
"2005","Bristol","Thousand persons","Employed persons","Total - all NACE activities","573",""
"2006","Bristol","Thousand persons","Employed persons","Total - all NACE activities","565",""
"2007","Bristol","Thousand persons","Employed persons","Total - all NACE activities","568",""
"2008","Bristol","Thousand persons","Employed persons","Total - all NACE activities","580",""
"2009","Bristol","Thousand persons","Employed persons","Total - all NACE activities","575",""
"2010","Bristol","Thousand persons","Employed persons","Total - all NACE activities","580",""
"2011","Bristol","Thousand persons","Employed persons","Total - all NACE activities","588",""
"2012","Bristol","Thousand persons","Employed persons","Total - all NACE activities","579",""
"2013","Bristol","Thousand persons","Employed persons","Total - all NACE activities","592",""
"2014","Bristol","Thousand persons","Employed persons","Total - all NACE activities","614",""
"2015","Bristol","Thousand persons","Employed persons","Total - all NACE activities","623",""
"2016","Bristol","Thousand persons","Employed persons","Total - all NACE activities","623",""
"2017","Bristol","Thousand persons","Employed persons","Total - all NACE activities","635",""
"2018","Bristol","Thousand persons","Employed persons","Total - all NACE activities","657",""
"1999","Belfast","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Belfast","Thousand persons","Employed persons","Total - all NACE activities","346",""
"2001","Belfast","Thousand persons","Employed persons","Total - all NACE activities","353",""
"2002","Belfast","Thousand persons","Employed persons","Total - all NACE activities","361",""
"2003","Belfast","Thousand persons","Employed persons","Total - all NACE activities","367",""
"2004","Belfast","Thousand persons","Employed persons","Total - all NACE activities","378",""
"2005","Belfast","Thousand persons","Employed persons","Total - all NACE activities","387",""
"2006","Belfast","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2007","Belfast","Thousand persons","Employed persons","Total - all NACE activities","393",""
"2008","Belfast","Thousand persons","Employed persons","Total - all NACE activities","398",""
"2009","Belfast","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2010","Belfast","Thousand persons","Employed persons","Total - all NACE activities","392",""
"2011","Belfast","Thousand persons","Employed persons","Total - all NACE activities","385",""
"2012","Belfast","Thousand persons","Employed persons","Total - all NACE activities","377",""
"2013","Belfast","Thousand persons","Employed persons","Total - all NACE activities","383",""
"2014","Belfast","Thousand persons","Employed persons","Total - all NACE activities","390",""
"2015","Belfast","Thousand persons","Employed persons","Total - all NACE activities","395",""
"2016","Belfast","Thousand persons","Employed persons","Total - all NACE activities","401",""
"2017","Belfast","Thousand persons","Employed persons","Total - all NACE activities","408",""
"2018","Belfast","Thousand persons","Employed persons","Total - all NACE activities","415",""
"1999","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","466",""
"2001","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","457",""
"2002","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","480",""
"2003","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","480",""
"2004","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","496",""
"2005","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","515",""
"2006","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","513",""
"2007","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","509",""
"2008","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","514",""
"2009","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","517",""
"2010","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","511",""
"2011","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","505",""
"2012","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","506",""
"2013","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","507",""
"2014","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","507",""
"2015","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","520",""
"2016","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","513",""
"2017","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","522",""
"2018","Newcastle upon Tyne","Thousand persons","Employed persons","Total - all NACE activities","536",""
"1999","Leicester","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Leicester","Thousand persons","Employed persons","Total - all NACE activities","548",""
"2001","Leicester","Thousand persons","Employed persons","Total - all NACE activities","529",""
"2002","Leicester","Thousand persons","Employed persons","Total - all NACE activities","539",""
"2003","Leicester","Thousand persons","Employed persons","Total - all NACE activities","540",""
"2004","Leicester","Thousand persons","Employed persons","Total - all NACE activities","560",""
"2005","Leicester","Thousand persons","Employed persons","Total - all NACE activities","585",""
"2006","Leicester","Thousand persons","Employed persons","Total - all NACE activities","591",""
"2007","Leicester","Thousand persons","Employed persons","Total - all NACE activities","597",""
"2008","Leicester","Thousand persons","Employed persons","Total - all NACE activities","594",""
"2009","Leicester","Thousand persons","Employed persons","Total - all NACE activities","576",""
"2010","Leicester","Thousand persons","Employed persons","Total - all NACE activities","578",""
"2011","Leicester","Thousand persons","Employed persons","Total - all NACE activities","576",""
"2012","Leicester","Thousand persons","Employed persons","Total - all NACE activities","583",""
"2013","Leicester","Thousand persons","Employed persons","Total - all NACE activities","588",""
"2014","Leicester","Thousand persons","Employed persons","Total - all NACE activities","594",""
"2015","Leicester","Thousand persons","Employed persons","Total - all NACE activities","614",""
"2016","Leicester","Thousand persons","Employed persons","Total - all NACE activities","625",""
"2017","Leicester","Thousand persons","Employed persons","Total - all NACE activities","641",""
"2018","Leicester","Thousand persons","Employed persons","Total - all NACE activities","626",""
"1999","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","257",""
"2001","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","255",""
"2002","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","249",""
"2003","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","254",""
"2004","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","258",""
"2005","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","255",""
"2006","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","259",""
"2007","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","270",""
"2008","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","279",""
"2009","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","273",""
"2010","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","271",""
"2011","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2012","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","289",""
"2013","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","290",""
"2014","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","298",""
"2015","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","292",""
"2016","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","282",""
"2017","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","280",""
"2018","Aberdeen","Thousand persons","Employed persons","Total - all NACE activities","273",""
"1999","Cambridge","Thousand persons","Employed persons","Total - all NACE activities",":",""
"2000","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","272",""
"2001","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","274",""
"2002","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","284",""
"2003","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","277",""
"2004","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","270",""
"2005","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","285",""
"2006","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","314",""
"2007","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","307",""
"2008","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","308",""
"2009","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","302",""
"2010","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","307",""
"2011","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","306",""
"2012","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","310",""
"2013","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","316",""
"2014","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","331",""
"2015","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","339",""
"2016","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","344",""
"2017","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","350",""
"2018","Cambridge","Thousand persons","Employed persons","Total - all NACE activities","355",""
"1999","Exeter","Thousand persons","Employed persons","Total - all NACE activities",":",""
